year,month,day,volume,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,date,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2020,4,9,1653.0,63797.54,38.59500302480339,54.43,0.0,31.37,140.0,0.0,68.875,2020-04-09,22.0,37.81272727272727,53.64666666666667,0.0,8,11.0,3.0,2.0,370.0,942.0,341.0,0.0,8140.0,37330.28,18327.260000000002,0.0
2020,4,10,115.0,2430.0,21.130434782608695,22.0,0.0,4.366666666666666,45.0,0.0,4.791666666666667,2020-04-10,0.0,7.527272727272727,0.0,11.0,8,11.0,3.0,2.0,0.0,70.0,0.0,45.0,0.0,1440.0,0.0,990.0
2020,4,11,112.0,2640.0,23.571428571428573,30.0,0.0,7.5,20.0,0.0,4.666666666666667,2020-04-11,7.0588235294117645,8.571428571428571,,,17,7.0,,,72.0,40.0,,,1440.0,1200.0,,
2020,4,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-12,0.0,,,,24,,,,0.0,,,,0.0,,,
2020,4,13,15.0,300.0,20.0,20.0,0.0,0.8333333333333334,15.0,0.0,0.625,2020-04-13,0.0,0.0,6.666666666666667,0.0,8,11.0,3.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,300.0,0.0
2020,4,14,469.0,17758.0,37.863539445628994,89.0,0.0,15.05,118.0,0.0,23.45,2020-04-14,0.0,14.545454545454545,0.0,70.5,4,11.0,3.0,2.0,0.0,387.0,0.0,82.0,0.0,12384.0,0.0,5374.0
2020,4,15,88.0,3656.0,41.54545454545455,53.0,0.0,7.083333333333333,44.0,0.0,3.6666666666666665,2020-04-15,0.0,15.454545454545455,0.0,0.0,8,11.0,3.0,2.0,0.0,88.0,0.0,0.0,0.0,3656.0,0.0,0.0
2020,4,16,195.0,6420.0,32.92307692307692,53.0,0.0,10.15,64.0,0.0,9.75,2020-04-16,5.5,11.636363636363637,17.666666666666668,0.0,4,11.0,3.0,2.0,3.0,182.0,10.0,0.0,66.0,5824.0,530.0,0.0
2020,4,17,589.0,18289.0,31.050933786078097,51.0,0.0,15.166666666666666,69.0,0.0,24.541666666666668,2020-04-17,8.125,22.545454545454547,0.0,25.5,8,11.0,3.0,2.0,45.0,522.0,0.0,22.0,985.0,16182.0,0.0,1122.0
2020,4,18,195.0,4410.1,22.615897435897438,23.0,0.0,3.7687500000000003,65.0,0.0,8.125,2020-04-18,5.320588235294117,0.0,,,17,7.0,,,195.0,0.0,,,4410.1,0.0,,
